"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"","Brad Mills","N.J","C","35","1983-05-03","Terrace","BC","CAN","CAN","72","195","-","-","-","-","-"
"","Brad Richards","DAL","C","38","1980-05-02","Murray Hbr.","PE","CAN","CAN","72","199","1998","T.B","3","6","64"
"","Brad Richardson","L.A","R","33","1985-02-04","Belleville","ON","CAN","CAN","72","190","2003","COL","5","27","163"
"","Brad Staubitz","MIN","R","34","1984-07-28","Edmonton","AB","CAN","CAN","73","207","-","-","-","-","-"
"","Brad Stuart","DET","D","38","1979-11-06","Rocky Mountain House","AB","CAN","CAN","74","215","1998","S.J","1","3","3"
"","Brad Winchester","ANA, STL","L","37","1981-03-01","Madison","WI","USA","USA","77","230","2000","EDM","2","5","35"
"","Brandon Dubinsky","NYR","C","32","1986-04-29","Anchorage","AK","USA","USA","74","205","2004","NYR","2","30","60"
"","Brandon Mashinter","S.J","L","29","1988-09-20","Bradford","ON","CAN","CAN","76","212","-","-","-","-","-"
"","Brandon McMillan","ANA","L","28","1990-03-22","Richmond","BC","CAN","CAN","71","190","2008","ANA","3","24","85"
"","Brandon Pirri","CHI","R","27","1991-04-10","Toronto","ON","CAN","CAN","72","186","2009","CHI","2","29","59"
"","Brandon Prust","NYR","L","34","1984-03-16","London","ON","CAN","CAN","72","195","2004","CGY","3","5","70"
"","Brandon Segal","DAL","R","35","1983-07-12","Richmond","BC","CAN","CAN","74","215","2002","NSH","4","6","102"
"","Brandon Sutter","CAR","C","29","1989-02-14","Huntington","NY","USA","CAN","75","191","2007","CAR","1","11","11"
"","Brandon Yip","COL","R","33","1985-04-25","Vancouver","BC","CAN","CAN","73","198","2004","COL","8","12","239"
"","Brayden Schenn","L.A","C","27","1991-08-22","Saskatoon","SK","CAN","CAN","73","200","2009","L.A","1","5","5"
"","Braydon Coburn","PHI","D","33","1985-02-27","Shaunavon","SK","CAN","CAN","77","223","2003","ATL","1","8","8"
"","Brendan Mikkelson","ANA, CGY","D","31","1987-06-22","Regina","SK","CAN","CAN","75","210","2005","ANA","2","1","31"
"","Brendan Morrison","CGY","C","43","1975-08-15","Pitt Meadows","BC","CAN","CAN","71","176","1993","N.J","2","13","39"
"","Brenden Morrow","DAL","L","39","1979-01-16","Carlyle","SK","CAN","CAN","71","212","1997","DAL","1","25","25"
"","Brendon Nash","MTL","D","31","1987-03-31","Calgary","AB","CAN","CAN","75","210","-","-","-","-","-"
"","Brent Burns","MIN","D","33","1985-03-09","Barrie","ON","CAN","CAN","77","230","2003","MIN","1","20","20"
"","Brent Seabrook","CHI","D","33","1985-04-20","Richmond","BC","CAN","CAN","75","220","2003","CHI","1","14","14"
"","Brent Sopel","ATL, MTL","D","41","1977-01-07","Calgary","AB","CAN","CAN","74","205","1995","VAN","6","14","144"
"","Brett Carson","CAR, CGY","D","32","1985-11-29","Regina","SK","CAN","CAN","76","210","2004","CAR","4","11","109"
"","Brett Clark","T.B","D","41","1976-12-23","Wapella","SK","CAN","CAN","72","194","1996","MTL","6","19","154"
"","Brett Festerling","ANA","D","32","1986-03-03","Prince George","BC","CAN","CAN","73","210","-","-","-","-","-"
"","Brett Lebda","TOR","D","36","1982-01-15","Buffalo Grove","IL","USA","USA","69","195","-","-","-","-","-"
"","Brett MacLean","PHX","L","29","1988-12-24","London","ON","CAN","CAN","74","201","2007","PHX","2","2","32"
"","Brett Sterling","PIT","L","34","1984-04-24","Los Angeles","CA","USA","USA","67","175","2003","ATL","5","9","145"
"","Brett Sutter","CAR, CGY","L","31","1987-06-02","Viking","AB","CAN","CAN","72","200","2005","CGY","6","17","179"
"","Brian Boyle","NYR","C","33","1984-12-18","Hingham","MA","USA","USA","78","245","2003","L.A","1","26","26"
"","Brian Campbell","CHI","D","39","1979-05-23","Strathroy","ON","CAN","CAN","70","192","1997","BUF","6","22","156"
"","Brian Fahey","WSH","D","37","1981-03-02","Glenview","IL","USA","USA","73","216","2000","COL","4","23","119"
"","Brian Gionta","MTL","R","39","1979-01-18","Rochester","NY","USA","USA","67","178","1998","N.J","3","24","82"
"","Brian Lee","OTT","D","31","1987-03-26","Moorhead","MN","USA","USA","75","200","2005","OTT","1","9","9"
"","Brian Rafalski","DET","D","44","1973-09-28","Dearborn","MI","USA","USA","70","194","-","-","-","-","-"
"","Brian Rolston","N.J","R","45","1973-02-21","Flint","MI","USA","USA","74","215","1991","N.J","1","11","11"
"","Brian Strait","PIT","D","30","1988-01-04","Waltham","MA","USA","USA","73","206","2006","PIT","3","2","65"
"","Brian Sutherby","DAL","C","36","1982-03-01","Edmonton","AB","CAN","CAN","74","208","2000","WSH","1","26","26"
"","Brian Willsie","WSH","R","40","1978-03-16","Belmont","ON","CAN","CAN","73","202","1996","COL","6","11","146"
"","Brodie Dupont","NYR","L","31","1987-02-17","Russell","MB","CAN","CAN","74","210","2005","NYR","3","5","66"
"","Brooks Laich","WSH","C","35","1983-06-23","Wawota","SK","CAN","CAN","74","200","2001","OTT","6","28","193"
"","Brooks Orpik","PIT","D","37","1980-09-26","San Francisco","CA","USA","USA","75","217","2000","PIT","1","18","18"
"","Bruno Gervais","NYI","D","33","1984-10-03","Longueuil","QC","CAN","CAN","73","200","2003","NYI","6","15","182"
"","Bryan Allen","CAR, FLA","D","38","1980-08-21","Kingston","ON","CAN","CAN","77","223","1998","VAN","1","4","4"
"","Bryan Bickell","CHI","L","32","1986-03-09","Bowmanville","ON","CAN","CAN","76","223","2004","CHI","2","11","41"
"","Bryan Little","ATL","C","30","1987-11-12","Edmonton","AB","CAN","CAN","72","191","2006","ATL","1","12","12"
"","Bryan McCabe","FLA, NYR","D","43","1975-06-08","St. Catharines","ON","CAN","CAN","74","223","1993","NYI","2","14","40"
"","Bryan Rodney","CAR","D","34","1984-04-22","London","ON","CAN","CAN","72","195","-","-","-","-","-"
"","Cal Clutterbuck","MIN","R","30","1987-11-18","Welland","ON","CAN","CAN","71","216","2006","MIN","3","9","72"
"","Cal O'Reilly","NSH","C","31","1986-09-30","Toronto","ON","CAN","CAN","72","188","2005","NSH","5","25","150"
"","Cam Barker","MIN","D","32","1986-04-04","Winnipeg","MB","CAN","CAN","75","223","2004","CHI","1","3","3"
"","Cam Fowler","ANA","D","26","1991-12-05","Windsor","ON","CAN","USA","73","215","2010","ANA","1","12","12"
"","Cam Janssen","STL","R","34","1984-04-15","St. Louis","MO","USA","USA","72","215","2002","N.J","4","21","117"
"","Cameron Gaunce","COL","D","28","1990-03-19","Sudbury","ON","CAN","CAN","74","204","2008","COL","2","20","50"
"","Carl Gunnarsson","TOR","D","31","1986-11-09","Orebro","","SWE","SWE","74","198","2007","TOR","7","13","194"
"","Carl Klingberg","ATL","L","27","1991-01-28","Gothenburg","","SWE","SWE","75","205","2009","ATL","2","4","34"
"","Carlo Colaiacovo","STL","D","35","1983-01-27","Toronto","ON","CAN","CAN","73","202","2001","TOR","1","17","17"
"","Carson McMillan","MIN","R","30","1988-09-10","Brandon","MB","CAN","CAN","73","196","2007","MIN","7","19","200"
"","Casey Wellman","MIN","C","30","1987-10-18","Brentwood","CA","USA","USA","72","173","-","-","-","-","-"
"","Chad Kolarik","NYR","C","32","1986-01-26","Abington","PA","USA","USA","71","178","2004","PHX","7","6","199"
"","Chad LaRose","CAR","R","36","1982-03-27","Fraser","MI","USA","USA","70","181","-","-","-","-","-"
"","Chris Butler","BUF","D","31","1986-10-27","St. Louis","MO","USA","USA","73","196","2005","BUF","4","5","96"
"","Chris Campoli","CHI, OTT","D","34","1984-07-09","Mississauga","ON","CAN","CAN","72","200","2004","NYI","7","34","227"
"","Chris Clark","CBJ","R","42","1976-03-08","South Windsor","CT","USA","USA","72","191","1994","CGY","3","25","77"
"","Chris Conner","PIT","R","34","1983-12-23","Westland","MI","USA","USA","67","181","-","-","-","-","-"
"","Chris Drury","NYR","C","42","1976-08-20","Trumbull","CT","USA","USA","70","191","1994","QUE","3","20","72"
"","Chris Higgins","FLA, VAN","L","35","1983-06-02","Smithtown","NY","USA","USA","72","205","2002","MTL","1","14","14"
"","Chris Kelly","BOS, OTT","C","37","1980-11-11","Toronto","ON","CAN","CAN","72","190","1999","OTT","3","28","94"
"","Chris Kunitz","PIT","L","38","1979-09-26","Regina","SK","CAN","CAN","72","195","-","-","-","-","-"
"","Chris Mueller","NSH","C","32","1986-03-06","West Seneca","NY","USA","USA","71","196","-","-","-","-","-"
"","Chris Neil","OTT","R","39","1979-06-18","Flesherton","ON","CAN","CAN","73","209","1998","OTT","6","16","161"
"","Chris Phillips","OTT","D","40","1978-03-09","Calgary","AB","CAN","CAN","75","219","1996","OTT","1","1","1"
"","Chris Porter","STL","L","34","1984-05-29","Toronto","ON","CAN","CAN","73","206","2003","CHI","9","21","282"
"","Chris Pronger","PHI","D","43","1974-10-10","Dryden","ON","CAN","CAN","78","220","1993","HFD","1","2","2"
"","Chris Stewart","COL, STL","R","30","1987-10-30","Toronto","ON","CAN","CAN","74","242","2006","COL","1","18","18"
"","Chris Summers","PHX","D","30","1988-02-05","Ann Arbor","MI","USA","USA","74","207","2006","PHX","1","29","29"
"","Chris Thorburn","ATL","R","35","1983-06-03","Sault Ste. Marie","ON","CAN","CAN","75","235","2001","BUF","2","20","50"
"","Chris VandeVelde","EDM","C","31","1987-03-15","Moorhead","MN","USA","USA","74","190","2005","EDM","4","6","97"
"","Christian Ehrhoff","VAN","D","36","1982-07-06","Moers","","DEU","DEU","74","201","2001","S.J","4","10","106"
"","Christian Hanson","TOR","C","32","1986-03-10","Glens Falls,","NY","USA","USA","76","228","-","-","-","-","-"
"","Christopher Tanev","VAN","D","28","1989-12-20","Toronto","ON","CAN","CAN","74","195","-","-","-","-","-"
"","Chuck Kobasew","MIN","R","36","1982-04-17","Vancouver","BC","CAN","CAN","72","192","2001","CGY","1","14","14"
"","Clarke MacArthur","TOR","L","33","1985-04-06","Lloydminster","AB","CAN","CAN","72","192","2003","BUF","3","6","74"
"","Claude Giroux","PHI","C","30","1988-01-12","Hearst","ON","CAN","CAN","71","185","2006","PHI","1","22","22"
"","Clay Wilson","FLA","D","35","1983-04-05","Sturgeon Lake","MN","USA","USA","72","195","-","-","-","-","-"
"","Clayton Stoner","MIN","D","33","1985-02-19","Port McNeill","BC","CAN","CAN","76","216","2004","MIN","3","14","79"
"","Cody Almond","MIN","C","29","1989-07-24","Calgary","AB","CAN","CAN","74","199","2007","MIN","5","19","140"
"","Cody Bass","OTT","C","31","1987-01-07","Owen sound","ON","CAN","CAN","72","205","2005","OTT","4","4","95"
"","Cody Franson","NSH","D","31","1987-08-08","Sicamous","BC","CAN","CAN","77","224","2005","NSH","3","18","79"
"","Cody Hodgson","VAN","C","28","1990-02-18","Toronto","ON","CAN","CAN","72","191","2008","VAN","1","10","10"
"","Cody McCormick","BUF","C","35","1983-04-18","London","ON","CAN","CAN","74","222","2001","COL","5","13","144"
"","Cody McLeod","COL","L","34","1984-06-26","Binscarth","MB","CAN","CAN","74","210","-","-","-","-","-"
"","Colby Armstrong","TOR","R","35","1982-11-23","Lloydminster","SK","CAN","CAN","74","185","2001","PIT","1","21","21"
"","Colby Cohen","COL","D","29","1989-04-25","Villanova","PA","USA","USA","74","200","2007","COL","2","15","45"
"","Colin Fraser","EDM","C","33","1985-01-28","Sicamous","BC","CAN","CAN","73","190","2003","PHI","3","1","69"
"","Colin Greening","OTT","C","32","1986-03-09","St. John's","NL","CAN","CAN","74","210","2005","OTT","7","10","204"
"","Colin Stuart","BUF","L","36","1982-07-08","Rochester","MN","USA","USA","74","205","2001","ATL","5","4","135"
"","Colin White","N.J","D","40","1977-12-12","New glasgow","NS","CAN","CAN","76","215","1996","N.J","2","23","49"
"","Colin Wilson","NSH","C, L","28","1989-10-20","Greenwich","CT","USA","USA","73","221","2008","NSH","1","7","7"
"","Colton Gillies","MIN","C","29","1989-02-12","White Rock","BC","CAN","CAN","76","208","2007","MIN","1","16","16"
"","Colton Orr","TOR","R","36","1982-03-03","Winnipeg","MB","CAN","CAN","75","222","-","-","-","-","-"
"","Colton Sceviour","DAL","C","29","1989-04-20","Red Deer","AB","CAN","CAN","72","195","2007","DAL","4","21","112"
"","Corey Locke","OTT","C","34","1984-05-08","Toronto","ON","CAN","CAN","69","175","2003","MTL","4","12","113"
"","Corey Perry","ANA","R","33","1985-05-16","Peterborough","ON","CAN","CAN","75","213","2003","ANA","1","28","28"
"","Corey Potter","PIT","D","34","1984-01-05","Lansing","MI","USA","USA","75","204","2003","NYR","4","21","122"
"","Cory Emmerton","DET","C","30","1988-06-01","St. Thomas","ON","CAN","CAN","72","191","2006","DET","2","11","41"
"","Cory Sarich","CGY","D","40","1978-08-16","Saskatoon","SK","CAN","CAN","76","207","1996","BUF","2","1","27"
"","Cory Stillman","CAR, FLA","L","44","1973-12-20","Peterborough","ON","CAN","CAN","72","193","1992","CGY","1","6","6"
"","Craig Adams","PIT","R","41","1977-04-26","Seria","","BRN","CAN","72","200","1996","HFD","9","8","223"
"","Craig Conroy","CGY","C","47","1971-09-04","Potsdam","NY","USA","USA","74","193","1990","MTL","6","18","123"
"","Craig Rivet","BUF, CBJ","D","44","1974-09-13","North Bay","ON","CAN","CAN","74","207","1992","MTL","3","20","68"
"","Curtis Glencross","CGY","L","35","1982-12-28","Kindersley","SK","CAN","CAN","73","197","-","-","-","-","-"
"","Dainius Zubrus","N.J","C","40","1978-06-16","Elektrenai","","LTU","LTU","77","225","1996","PHI","1","15","15"
"","Dale Weise","NYR","R","30","1988-08-05","Winnipeg","MB","CAN","CAN","74","206","2008","NYR","4","20","111"
"","Dan Boyle","S.J","D","42","1976-07-12","Ottawa","ON","CAN","CAN","71","194","-","-","-","-","-"
"","Dan Girardi","NYR","D","34","1984-04-29","Welland","ON","CAN","CAN","73","212","-","-","-","-","-"
"","Dan Hamhuis","VAN","D","35","1982-12-13","Smithers","BC","CAN","CAN","73","204","2001","NSH","1","12","12"
"","Dan Sexton","ANA","R","31","1987-04-29","Apple Valley","MN","USA","USA","69","180","-","-","-","-","-"
"","Dana Tyrell","T.B","C","29","1989-04-23","Airdrie","AB","CAN","CAN","70","192","2007","T.B","2","17","47"
"","Daniel Alfredsson","OTT","R","45","1972-12-11","Gothenburg","","SWE","SWE","71","203","1994","OTT","6","3","133"
"","Daniel Briere","PHI","C","40","1977-10-06","Gatineau","QC","CAN","CAN","69","174","1996","PHX","1","24","24"
"","Daniel Carcillo","PHI","L","33","1985-01-28","King City","ON","CAN","CAN","72","200","2003","PIT","3","5","73"
"","Daniel Cleary","DET","R","39","1978-12-18","Carbonear","NL","CAN","CAN","73","205","1997","CHI","1","13","13"
"","Daniel Paille","BOS","L","34","1984-04-15","Welland","ON","CAN","CAN","73","200","2002","BUF","1","20","20"
"","Daniel Sedin","VAN","L","37","1980-09-26","Ornskoldsvik","","SWE","SWE","73","190","1999","VAN","1","2","2"
"","Daniel Winnik","COL","L","33","1985-03-06","Toronto","ON","CAN","CAN","74","210","2004","PHX","9","7","265"
"","Danny Syvret","ANA, PHI","D","33","1985-06-13","Millgrove","ON","CAN","CAN","72","205","2005","EDM","3","20","81"
"","Dany Heatley","S.J","L","37","1981-01-21","Freiburg","","DEU","CAN","75","212","2000","ATL","1","2","2"
"","Darcy Hordichuk","FLA","L","38","1980-08-10","Kamsack","SK","CAN","CAN","73","215","2000","ATL","6","13","180"
"","Darren Helm","DET","C","31","1987-01-21","St. Andrews","MB","CAN","CAN","72","196","2005","DET","5","7","132"
"","Darroll Powe","PHI","C","33","1985-06-22","Saskatoon","SK","CAN","CAN","71","212","-","-","-","-","-"
"","Darryl Boyce","TOR","C","34","1984-07-07","Summerside","PE","CAN","CAN","72","200","-","-","-","-","-"
"","Dave Bolland","CHI","C","32","1986-06-05","Mimico","ON","CAN","CAN","72","184","2004","CHI","2","2","32"
"","Dave Scatchard","STL","C","42","1976-02-20","Hinton","AB","CAN","CAN","75","220","1994","VAN","2","16","42"
"","David Backes","STL","R","34","1984-05-01","Minneapolis","MN","USA","USA","75","221","2003","STL","2","32","62"
"","David Booth","FLA","L","33","1984-11-24","Detroit","MI","USA","USA","72","212","2004","FLA","2","23","53"
"","David Clarkson","N.J","R","34","1984-03-31","Toronto","ON","CAN","CAN","72","207","-","-","-","-","-"
"","David Desharnais","MTL","C","32","1986-09-14","Laurier-Station","QC","CAN","CAN","67","180","-","-","-","-","-"
