"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"","Anthony Stewart","FLA","R","33","1985-01-05","LaSalle","QC","CAN","CAN","75","230","2003","FLA","1","25","25"
"","Antoine Vermette","OTT","C","36","1982-07-20","St. Agapit","QC","CAN","CAN","73","197","2000","OTT","2","25","55"
"","Anton Stralman","TOR","D","32","1986-08-01","Tibro","","SWE","SWE","71","190","2005","TOR","7","22","216"
"","Anton Volchenkov","OTT","D","36","1982-02-25","Moscow","","RUS","RUS","73","220","2000","OTT","1","21","21"
"","Antti Miettinen","DAL","R","38","1980-07-03","Hämeenlinna","","FIN","FIN","72","190","2000","DAL","7","27","224"
"","Antti Pihlstrom","NSH","L","33","1984-10-22","Vantaa","","FIN","FIN","71","190","-","-","-","-","-"
"","Anze Kopitar","L.A","C","31","1987-08-24","Jesenice","","SVN","SVN","75","224","2005","L.A","1","11","11"
"","Arron Asham","N.J","R","40","1978-04-13","Portage La Prairie","MB","CAN","CAN","71","210","1996","MTL","3","19","71"
"","B.J. Crombeen","DAL","R","33","1985-07-10","Denver","CO","USA","USA","74","209","2003","DAL","2","24","54"
"","Barret Jackman","STL","D","37","1981-03-05","Trail","BC","CAN","CAN","72","203","1999","STL","1","17","17"
"","Barry Tallackson","N.J","R","35","1983-04-14","Grafton","ND","USA","USA","77","215","2002","N.J","2","23","53"
"","Bates Battaglia","TOR","L","42","1975-12-13","Chicago","IL","USA","USA","74","205","1994","ANA","6","2","132"
"","Ben Eager","CHI, PHI","L","34","1984-01-22","Ottawa","ON","CAN","CAN","74","226","2002","PHX","1","23","23"
"","Ben Guite","COL","R","40","1978-07-17","Montreal","QC","CAN","CAN","73","210","1997","MTL","7","11","172"
"","Ben Ondrus","TOR","R","36","1982-06-25","Sherwood Park","AB","CAN","CAN","71","208","-","-","-","-","-"
"","Ben Walter","NYI","C","34","1984-05-11","Beaconsfield","QC","CAN","CAN","73","190","2004","BOS","5","31","160"
"","Benoit Pouliot","MIN","L","31","1986-09-29","Alfred","ON","CAN","CAN","75","200","2005","MIN","1","4","4"
"","Bill Guerin","NYI","R","47","1970-11-09","Worcester","MA","USA","USA","74","220","1989","N.J","1","5","5"
"","Bill Thomas","PHX","R","35","1983-06-20","Pittsburgh","PA","USA","USA","73","185","-","-","-","-","-"
"","Blair Betts","NYR","C","38","1980-02-16","Edmonton","AB","CAN","CAN","75","210","1998","CGY","2","6","33"
"","Blair Jones","T.B","C","31","1986-09-27","Central Butte","SK","CAN","CAN","74","216","2005","T.B","4","11","102"
"","Blake Comeau","NYI","L","32","1986-02-18","Meadow Lake","SK","CAN","CAN","73","202","2004","NYI","2","17","47"
"","Bobby Allen","BOS","D","39","1978-11-14","Weymouth","MA","USA","USA","72","201","1998","BOS","2","25","52"
"","Bobby Holik","ATL","C","47","1971-01-01","Jihlava","","CZE","CZE","76","230","1989","HFD","1","10","10"
"","Bobby Ryan","ANA","R","31","1987-03-17","Cherry Hill","NJ","USA","USA","74","204","2005","ANA","1","2","2"
"","Boris Valabik","ATL","D","32","1986-02-14","Nitra","","SVK","SVK","79","255","2004","ATL","1","10","10"
"","Boyd Devereaux","TOR","C","40","1978-04-16","Seaforth","ON","CAN","CAN","74","195","1996","EDM","1","6","6"
"","Boyd Gordon","WSH","C","34","1983-10-19","Unity","SK","CAN","CAN","72","200","2002","WSH","1","17","17"
"","Brad Boyes","STL","R","36","1982-04-17","Mississauga","ON","CAN","CAN","72","199","2000","TOR","1","24","24"
"","Brad Isbister","VAN","L","41","1977-05-07","Edmonton","AB","CAN","CAN","76","225","1995","WIN","3","15","67"
"","Brad Larsen","ATL","L","41","1977-06-28","Nakusp","BC","CAN","CAN","72","210","1997","COL","4","7","87"
"","Brad Lukowich","T.B","D","42","1976-08-12","Cranbrook","BC","CAN","CAN","73","191","1994","NYI","4","12","90"
"","Brad May","ANA","L","46","1971-11-29","Toronto","ON","CAN","CAN","73","213","1990","BUF","1","14","14"
"","Brad Richards","DAL, T.B","C","38","1980-05-02","Murray Hbr.","PE","CAN","CAN","72","199","1998","T.B","3","6","64"
"","Brad Richardson","COL","C","33","1985-02-04","Belleville","ON","CAN","CAN","72","190","2003","COL","5","27","163"
"","Brad Stuart","DET, L.A","D","38","1979-11-06","Rocky Mountain House","AB","CAN","CAN","74","215","1998","S.J","1","3","3"
"","Brad Winchester","DAL","L","37","1981-03-01","Madison","WI","USA","USA","77","230","2000","EDM","2","5","35"
"","Brady Murray","L.A","L","34","1984-08-17","Brandon","MB","CAN","USA","70","185","2003","L.A","5","16","152"
"","Brandon Bochenski","ANA, BOS, NSH","R","36","1982-04-04","Blaine","MN","USA","USA","73","195","2001","OTT","7","27","223"
"","Brandon Dubinsky","NYR","C","32","1986-04-29","Anchorage","AK","USA","USA","74","205","2004","NYR","2","30","60"
"","Brandon Nolan","CAR","C","35","1983-07-18","St. Catharines","ON","CAN","CAN","73","192","2003","VAN","4","10","111"
"","Branislav Mezei","FLA","D","37","1980-10-08","Nitra","","SVK","SVK","76","235","1999","NYI","1","10","10"
"","Branko Radivojevic","MIN","R","37","1980-11-24","Piestany","","SVK","SVK","72","208","1999","COL","3","27","93"
"","Braydon Coburn","PHI","D","33","1985-02-27","Shaunavon","SK","CAN","CAN","77","223","2003","ATL","1","8","8"
"","Brendan Bell","PHX","D","35","1983-03-31","Ottawa","ON","CAN","CAN","74","205","2001","TOR","3","2","65"
"","Brendan Morrison","VAN","C","43","1975-08-15","Pitt Meadows","BC","CAN","CAN","71","176","1993","N.J","2","13","39"
"","Brendan Shanahan","NYR","L","49","1969-01-23","Mimico","ON","CAN","CAN","75","220","1987","N.J","1","2","2"
"","Brendan Witt","NYI","D","43","1975-02-20","Humboldt","SK","CAN","CAN","74","223","1993","WSH","1","11","11"
"","Brenden Morrow","DAL","L","39","1979-01-16","Carlyle","SK","CAN","CAN","71","212","1997","DAL","1","25","25"
"","Brent Burns","MIN","D","33","1985-03-09","Barrie","ON","CAN","CAN","77","230","2003","MIN","1","20","20"
"","Brent Seabrook","CHI","D","33","1985-04-20","Richmond","BC","CAN","CAN","75","220","2003","CHI","1","14","14"
"","Brent Sopel","CHI","D","41","1977-01-07","Calgary","AB","CAN","CAN","74","205","1995","VAN","6","14","144"
"","Bret Hedican","CAR","D","48","1970-08-10","St. Paul","MN","USA","USA","74","210","1988","STL","10","9","198"
"","Brett Clark","COL","D","41","1976-12-23","Wapella","SK","CAN","CAN","72","194","1996","MTL","6","19","154"
"","Brett Lebda","DET","D","36","1982-01-15","Buffalo Grove","IL","USA","USA","69","195","-","-","-","-","-"
"","Brett McLean","FLA","C","40","1978-08-14","Comox","BC","CAN","CAN","71","184","1997","DAL","9","25","242"
"","Brett Sterling","ATL","L","34","1984-04-24","Los Angeles","CA","USA","USA","67","175","2003","ATL","5","9","145"
"","Brian Boyle","L.A","C","33","1984-12-18","Hingham","MA","USA","USA","78","245","2003","L.A","1","26","26"
"","Brian Campbell","BUF, S.J","D","39","1979-05-23","Strathroy","ON","CAN","CAN","70","192","1997","BUF","6","22","156"
"","Brian Gionta","N.J","R","39","1979-01-18","Rochester","NY","USA","USA","67","178","1998","N.J","3","24","82"
"","Brian Lee","OTT","D","31","1987-03-26","Moorhead","MN","USA","USA","75","200","2005","OTT","1","9","9"
"","Brian McGrattan","OTT","R","37","1981-09-02","Hamilton","ON","CAN","CAN","76","235","1999","L.A","4","8","104"
"","Brian Pothier","WSH","D","41","1977-04-15","New Bedford","MA","USA","USA","72","204","-","-","-","-","-"
"","Brian Rafalski","DET","D","44","1973-09-28","Dearborn","MI","USA","USA","70","194","-","-","-","-","-"
"","Brian Rolston","MIN","R","45","1973-02-21","Flint","MI","USA","USA","74","215","1991","N.J","1","11","11"
"","Brian Sutherby","ANA, WSH","C","36","1982-03-01","Edmonton","AB","CAN","CAN","74","208","2000","WSH","1","26","26"
"","Brian Willsie","L.A","R","40","1978-03-16","Belmont","ON","CAN","CAN","73","202","1996","COL","6","11","146"
"","Brooks Laich","WSH","C","35","1983-06-23","Wawota","SK","CAN","CAN","74","200","2001","OTT","6","28","193"
"","Brooks Orpik","PIT","D","37","1980-09-26","San Francisco","CA","USA","USA","75","217","2000","PIT","1","18","18"
"","Bruno Gervais","NYI","D","33","1984-10-03","Longueuil","QC","CAN","CAN","73","200","2003","NYI","6","15","182"
"","Bryan Allen","FLA","D","38","1980-08-21","Kingston","ON","CAN","CAN","77","223","1998","VAN","1","4","4"
"","Bryan Berard","NYI","D","41","1977-03-05","Woonsocket","RI","USA","USA","74","220","1995","OTT","1","1","1"
"","Bryan Bickell","CHI","L","32","1986-03-09","Bowmanville","ON","CAN","CAN","76","223","2004","CHI","2","11","41"
"","Bryan Little","ATL","C","30","1987-11-12","Edmonton","AB","CAN","CAN","72","191","2006","ATL","1","12","12"
"","Bryan McCabe","TOR","D","43","1975-06-08","St. Catharines","ON","CAN","CAN","74","223","1993","NYI","2","14","40"
"","Bryan Smolinski","MTL","C","46","1971-12-27","Toledo","OH","USA","USA","73","203","1990","BOS","1","21","21"
"","Bryan Young","EDM","D","32","1986-08-06","Ennismore","ON","CAN","CAN","73","191","2004","EDM","5","17","146"
"","Bryce Salvador","N.J, STL","D","42","1976-02-11","Brandon","MB","CAN","CAN","75","215","1994","T.B","6","8","138"
"","Byron Ritchie","VAN","C","41","1977-04-24","Burnaby","BC","CAN","CAN","70","190","1995","HFD","7","9","165"
"","Cal Clutterbuck","MIN","R","30","1987-11-18","Welland","ON","CAN","CAN","71","216","2006","MIN","3","9","72"
"","Cam Barker","CHI","D","32","1986-04-04","Winnipeg","MB","CAN","CAN","75","223","2004","CHI","1","3","3"
"","Cam Janssen","STL","R","34","1984-04-15","St. Louis","MO","USA","USA","72","215","2002","N.J","4","21","117"
"","Carlo Colaiacovo","TOR","D","35","1983-01-27","Toronto","ON","CAN","CAN","73","202","2001","TOR","1","17","17"
"","Casey Borer","CAR","D","33","1985-07-28","Minneapolis","MN","USA","USA","74","205","2004","CAR","3","4","69"
"","Chad Kilger","TOR","L","41","1976-11-27","Cornwall","ON","CAN","CAN","76","224","1995","ANA","1","4","4"
"","Chad LaRose","CAR","R","36","1982-03-27","Fraser","MI","USA","USA","70","181","-","-","-","-","-"
"","Chris Bourque","WSH","L","32","1986-01-29","Boston","MA","USA","USA","68","174","2004","WSH","2","3","33"
"","Chris Campoli","NYI","D","34","1984-07-09","Mississauga","ON","CAN","CAN","72","200","2004","NYI","7","34","227"
"","Chris Chelios","DET","D","56","1962-01-25","Chicago","IL","USA","USA","72","191","1981","MTL","2","19","40"
"","Chris Clark","WSH","R","42","1976-03-08","South Windsor","CT","USA","USA","72","191","1994","CGY","3","25","77"
"","Chris Conner","DAL","R","34","1983-12-23","Westland","MI","USA","USA","67","181","-","-","-","-","-"
"","Chris Drury","NYR","C","42","1976-08-20","Trumbull","CT","USA","USA","70","191","1994","QUE","3","20","72"
"","Chris Gratton","T.B","C","43","1975-07-05","Brantford","ON","CAN","CAN","76","226","1993","T.B","1","3","3"
"","Chris Higgins","MTL","L","35","1983-06-02","Smithtown","NY","USA","USA","72","205","2002","MTL","1","14","14"
"","Chris Kelly","OTT","C","37","1980-11-11","Toronto","ON","CAN","CAN","72","190","1999","OTT","3","28","94"
"","Chris Kunitz","ANA","L","38","1979-09-26","Regina","SK","CAN","CAN","72","195","-","-","-","-","-"
"","Chris Minard","PIT","L","36","1981-11-18","Owen sound","ON","CAN","CAN","73","190","-","-","-","-","-"
"","Chris Neil","OTT","R","39","1979-06-18","Flesherton","ON","CAN","CAN","73","209","1998","OTT","6","16","161"
"","Chris Phillips","OTT","D","40","1978-03-09","Calgary","AB","CAN","CAN","75","219","1996","OTT","1","1","1"
"","Chris Pronger","ANA","D","43","1974-10-10","Dryden","ON","CAN","CAN","78","220","1993","HFD","1","2","2"
"","Chris Simon","MIN, NYI","L","46","1972-01-30","Wawa","ON","CAN","CAN","75","232","1990","PHI","2","4","25"
"","Chris Thorburn","ATL","R","35","1983-06-03","Sault Ste. Marie","ON","CAN","CAN","75","235","2001","BUF","2","20","50"
"","Christian Backman","NYR, STL","D","38","1980-04-28","Gothenburg","","SWE","SWE","76","210","1998","STL","1","24","24"
"","Christian Ehrhoff","S.J","D","36","1982-07-06","Moers","","DEU","DEU","74","201","2001","S.J","4","10","106"
"","Christoph Schubert","OTT","D","36","1982-02-05","Munich","","DEU","DEU","75","230","2001","OTT","4","31","127"
"","Chuck Kobasew","BOS","R","36","1982-04-17","Vancouver","BC","CAN","CAN","72","192","2001","CGY","1","14","14"
"","Clarke MacArthur","BUF","L","33","1985-04-06","Lloydminster","AB","CAN","CAN","72","192","2003","BUF","3","6","74"
"","Claude Giroux","PHI","C","30","1988-01-12","Hearst","ON","CAN","CAN","71","185","2006","PHI","1","22","22"
"","Clay Wilson","CBJ","D","35","1983-04-05","Sturgeon Lake","MN","USA","USA","72","195","-","-","-","-","-"
"","Cody Bass","OTT","C","31","1987-01-07","Owen sound","ON","CAN","CAN","72","205","2005","OTT","4","4","95"
"","Cody McCormick","COL","C","35","1983-04-18","London","ON","CAN","CAN","74","222","2001","COL","5","13","144"
"","Cody McLeod","COL","L","34","1984-06-26","Binscarth","MB","CAN","CAN","74","210","-","-","-","-","-"
"","Colby Armstrong","ATL, PIT","R","35","1982-11-23","Lloydminster","SK","CAN","CAN","74","185","2001","PIT","1","21","21"
"","Colin Fraser","CHI","C","33","1985-01-28","Sicamous","BC","CAN","CAN","73","190","2003","PHI","3","1","69"
"","Colin Stuart","ATL","L","36","1982-07-08","Rochester","MN","USA","USA","74","205","2001","ATL","5","4","135"
"","Colin White","N.J","D","40","1977-12-12","New glasgow","NS","CAN","CAN","76","215","1996","N.J","2","23","49"
"","Colton Orr","NYR","R","36","1982-03-03","Winnipeg","MB","CAN","CAN","75","222","-","-","-","-","-"
"","Connor James","PIT","L","36","1982-08-25","Calgary","AB","CAN","CAN","70","180","2002","L.A","9","19","279"
"","Corey Locke","MTL","C","34","1984-05-08","Toronto","ON","CAN","CAN","69","175","2003","MTL","4","12","113"
"","Corey Perry","ANA","R","33","1985-05-16","Peterborough","ON","CAN","CAN","75","213","2003","ANA","1","28","28"
"","Cory Murphy","FLA","D","40","1978-02-13","Kanata","ON","CAN","CAN","69","175","-","-","-","-","-"
"","Cory Sarich","CGY","D","40","1978-08-16","Saskatoon","SK","CAN","CAN","76","207","1996","BUF","2","1","27"
"","Cory Stillman","CAR, OTT","L","44","1973-12-20","Peterborough","ON","CAN","CAN","72","193","1992","CGY","1","6","6"
"","Craig Adams","CAR, CHI","R","41","1977-04-26","Seria","","BRN","CAN","72","200","1996","HFD","9","8","223"
"","Craig Conroy","CGY","C","47","1971-09-04","Potsdam","NY","USA","USA","74","193","1990","MTL","6","18","123"
"","Craig MacDonald","T.B","C","41","1977-04-07","Antigonish","NS","CAN","CAN","73","201","1996","HFD","4","8","88"
"","Craig Rivet","S.J","D","44","1974-09-13","North Bay","ON","CAN","CAN","74","207","1992","MTL","3","20","68"
"","Craig Weller","PHX","R","37","1981-03-17","Calgary","AB","CAN","CAN","76","220","2000","STL","5","37","167"
"","Curtis Brown","S.J","C","42","1976-02-12","Unity","SK","CAN","CAN","72","200","1994","BUF","2","17","43"
"","Curtis Glencross","CBJ, EDM","L","35","1982-12-28","Kindersley","SK","CAN","CAN","73","197","-","-","-","-","-"
"","Dainius Zubrus","N.J","C","40","1978-06-16","Elektrenai","","LTU","LTU","77","225","1996","PHI","1","15","15"
"","Dallas Drake","DET","R","49","1969-02-04","Trail","BC","CAN","CAN","72","186","1989","DET","6","11","116"
"","Dan Boyle","T.B","D","42","1976-07-12","Ottawa","ON","CAN","CAN","71","194","-","-","-","-","-"
"","Dan Fritsche","CBJ","C","33","1985-07-13","Parma","OH","USA","USA","73","204","2003","CBJ","2","16","46"
"","Dan Girardi","NYR","D","34","1984-04-29","Welland","ON","CAN","CAN","73","212","-","-","-","-","-"
"","Dan Hamhuis","NSH","D","35","1982-12-13","Smithers","BC","CAN","CAN","73","204","2001","NSH","1","12","12"
"","Dan Hinote","STL","R","41","1977-01-30","Leesburg","FL","USA","USA","72","187","1996","COL","7","5","167"
"","Dan Jancevski","DAL, T.B","D","37","1981-06-15","Windsor","ON","CAN","CAN","75","222","1999","DAL","2","38","66"
"","Dane Byers","NYR","L","32","1986-02-21","Nipawin","SK","CAN","CAN","75","204","2004","NYR","2","18","48"
"","Daniel Alfredsson","OTT","R","45","1972-12-11","Gothenburg","","SWE","SWE","71","203","1994","OTT","6","3","133"
"","Daniel Briere","PHI","C","40","1977-10-06","Gatineau","QC","CAN","CAN","69","174","1996","PHX","1","24","24"
"","Daniel Carcillo","PHX","L","33","1985-01-28","King City","ON","CAN","CAN","72","200","2003","PIT","3","5","73"
"","Daniel Cleary","DET","R","39","1978-12-18","Carbonear","NL","CAN","CAN","73","205","1997","CHI","1","13","13"
"","Daniel Paille","BUF","L","34","1984-04-15","Welland","ON","CAN","CAN","73","200","2002","BUF","1","20","20"
"","Daniel Sedin","VAN","L","37","1980-09-26","Ornskoldsvik","","SWE","SWE","73","190","1999","VAN","1","2","2"
"","Daniel Winnik","PHX","L","33","1985-03-06","Toronto","ON","CAN","CAN","74","210","2004","PHX","9","7","265"
"","Danny Richmond","CHI","D","34","1984-08-01","Chicago","IL","USA","USA","73","190","2003","CAR","2","1","31"
"","Dany Heatley","OTT","L","37","1981-01-21","Freiburg","","DEU","CAN","75","212","2000","ATL","1","2","2"
"","Darcy Hordichuk","NSH","L","38","1980-08-10","Kamsack","SK","CAN","CAN","73","215","2000","ATL","6","13","180"
"","Darcy Tucker","TOR","R","43","1975-03-15","Castor","AB","CAN","CAN","70","178","1993","MTL","6","21","151"
"","Darren Haydar","ATL","R","38","1979-10-22","Toronto","ON","CAN","CAN","69","170","1999","NSH","9","5","248"
"","Darren Helm","DET","C","31","1987-01-21","St. Andrews","MB","CAN","CAN","72","196","2005","DET","5","7","132"
"","Darren McCarty","DET","R","46","1972-04-01","Burnaby","BC","CAN","CAN","73","210","1992","DET","2","22","46"
"","Darryl Bootland","NYI","R","36","1981-11-02","Toronto","ON","CAN","CAN","73","197","2000","COL","8","23","252"
"","Darryl Boyce","TOR","C","34","1984-07-07","Summerside","PE","CAN","CAN","72","200","-","-","-","-","-"
"","Darryl Sydor","PIT","D","46","1972-05-13","Edmonton","AB","CAN","CAN","73","211","1990","L.A","1","7","7"
"","Dave Bolland","CHI","C","32","1986-06-05","Mimico","ON","CAN","CAN","72","184","2004","CHI","2","2","32"
"","David Backes","STL","R","34","1984-05-01","Minneapolis","MN","USA","USA","75","221","2003","STL","2","32","62"
"","David Booth","FLA","L","33","1984-11-24","Detroit","MI","USA","USA","72","212","2004","FLA","2","23","53"
"","David Brine","FLA","C","33","1985-01-06","Truro","NS","CAN","CAN","73","201","-","-","-","-","-"
"","David Clarkson","N.J","R","34","1984-03-31","Toronto","ON","CAN","CAN","72","207","-","-","-","-","-"
"","David Hale","CGY","D","37","1981-06-18","Colorado Springs","CO","USA","USA","73","222","2000","N.J","1","22","22"
"","David Jones","COL","R","34","1984-08-10","Guelph","ON","CAN","CAN","75","208","2003","COL","9","27","288"
"","David Koci","CHI","L","37","1981-05-12","Prague","","CZE","CZE","78","238","2000","PIT","5","16","146"
"","David Krejci","BOS","C","32","1986-04-28","Sternberk","","CZE","CZE","72","188","2004","BOS","2","33","63"
"","David Legwand","NSH","C","38","1980-08-17","Detroit","MI","USA","USA","74","207","1998","NSH","1","2","2"
"","David Moss","CGY","R","36","1981-12-28","Livonia","MI","USA","USA","76","210","2001","CGY","7","24","220"
"","David Perron","STL","L","30","1988-05-28","Sherbrooke","QC","CAN","CAN","72","200","2007","STL","1","26","26"
"","David Steckel","WSH","C","36","1982-03-15","Milwaukee","WI","USA","USA","78","215","2001","L.A","1","30","30"
"","David Tanabe","CAR","D","38","1980-07-19","White Bear Lake","MN","USA","USA","73","212","1999","CAR","1","16","16"
"","David Vyborny","CBJ","R","43","1975-01-22","Jihlava","","CZE","CZE","70","181","1993","EDM","2","7","33"
"","Daymond Langkow","CGY","C","41","1976-09-27","Edmonton","AB","CAN","CAN","70","181","1995","T.B","1","5","5"
"","Dean McAmmond","OTT","C","45","1973-06-15","Grand Cache","AB","CAN","CAN","71","195","1991","CHI","1","22","22"
"","Denis Grebeshkov","EDM","D","34","1983-10-11","Yaroslavl","","RUS","RUS","72","206","2002","L.A","1","18","18"
"","Denis Tolpeko","PHI","R","33","1985-01-29","Moscow","","RUS","RUS","73","190","-","-","-","-","-"
"","Dennis Seidenberg","CAR","D","37","1981-07-18","Schwenningen","","DEU","DEU","72","199","2001","PHI","6","7","172"
"","Dennis Wideman","BOS","D","35","1983-03-20","Kitchener","ON","CAN","CAN","72","202","2002","BUF","8","12","241"
